id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,language,
210,dextra-digital,,2020-09-05,"Ontem, 26/08, conquistamos o Prêmio da Empresa Mais Digital de 2020 na categoria Médio Porte. Manter nosso time dentro da ‘’atmosfera Dextra’ anywhere, é uma das nossas missões durante a pandemia que estamos vivendo. Esse prêmio é nosso! Saiba mais: https://lnkd.in/eM_kw3Z#PEMD2020 #PlusDigitalInstitute #PlusDigital #Dextra #DigitalTransformation #Innovation #Technology'",126,1,0,"#PEMD2020, #PlusDigitalInstitute, #PlusDigital, #Dextra, #DigitalTransformation, #Innovation, #Technology'",linkedin,pt,
211,dextra-digital,,2020-09-05,"A Rede Globo é patrocinadora do DevCamp Live! A empresa tem gente espalhada por todo o país (e mundo!) trabalhando com conteúdo, notícias, negócio, tecnologia e brasilidade de sobra.Que tal a sua empresa também patrocinar o maior evento de tecnologia de São Paulo? Entre em contato e conheça nosso plano de patrocínio!#devcamplive #DCLive2020 #techevent #Tecnologia #Inovação #NegóciosDigitais'",67,0,0,"#devcamplive, #DCLive2020, #techevent, #Tecnologia, #Inovação, #NegóciosDigitais'",linkedin,pt,
212,dextra-digital,,2020-09-05,O Grupo Movile patrocina o DevCamp Live! O ecossistema Movile reúne todas essas empresas de tecnologia que trabalham em conjunto para atingir crescimento exponencial no mercado global e impactar a vida de 1 bilhão de pessoas por meio dos seus aplicativos.Que tal a sua empresa também patrocinar o maior evento de tecnologia de São Paulo? Entre em contato e conheça nosso plano de patrocínio!',45,0,0,,linkedin,pt,
213,dextra-digital,,2020-09-05,"Achou que o DevCamp Live era só palestra? Achou errado. Além de + de 12 horas de conteúdo ao vivo estamos preparando interações e atividades para tornar tudo mais especial. E para deixar ainda mais interessante, teremos prêmios todos os dias! E ai, qual prêmio do DevCamp Live você vai levar?Inscreva-se: https://lnkd.in/d4FtSnT#devcamplive #DCLive2020'",44,1,0,"#devcamplive, #DCLive2020'",linkedin,pt,
37,softexnacional,,2020-10-05,"#VenhaLer O Protagonismo dos Intraempreendedores no sucesso de uma estratégia de transformação digital, por Rafael Fernandes'",11,0,0,#VenhaLer,linkedin,pt,
38,softexnacional,,2020-10-05,"#SoftexApoia Lançamento do TechStart Indústria 4.0 https://bit.ly/3ioW9J0.Dia 07 de outubro às 18h00 (horário de Manaus) acontece o Lançamento do TechStart Indústria 4.0, Programa de Capacitação de Empreendedores e Aceleração de Startups com foco em soluções para a Indústria 4.0..Ana B Pires Glaucia Campos'",18,0,0,#SoftexApoia,linkedin,pt,
39,softexnacional,,2020-10-05,"#VenhaLer Vivemos o melhor momento para inovar na história da humanidade, por Ricardo Amorim..Karen Kornilovicz'",17,0,0,#VenhaLer,linkedin,pt,
49,softexnacional,,2020-10-05,#VenhaLer Mecanismos de entrada e manutenção de operações internacionais por Guilherme Skaf Amorim',13,0,0,#VenhaLer,linkedin,pt,
95,softexnacional,,2020-10-05,"Mais uma edição da #RevistaSoftex no ar! https://lnkd.in/duCbRaN.Na nova publicação, conteúdos sobre empreendedorismo, políticas públicas, processo de internacionalização, entre outros temas..E o entrevistado da seção bate-papo é o economista Ricardo Amorim, que traz uma análise do cenário de inovação no Brasil e no mundo..Acesse: softex.br/revista.Ricardo Amorim Karen Kornilovicz BETA MONTEIRO Rafael Fernandes Jéssica Dias Guilherme Skaf Amorim Paula Oliveira Simão Pedro Oliveira Karine Serezuella Juliana Molezini'",17,0,0,#RevistaSoftex,linkedin,pt,
96,softexnacional,,2020-10-05,"Conexão Amazônia! Confira a programação do dia 30/09, inscreva-se e participe: https://lnkd.in/d8v_EkU.9h*: Painel - O Programa Prioritário: o que as empresas investidoras buscam nos projetos com Isabelle Cossio da Positivo, Bruno Motta da Microsoft e Fraklin Magalhães da Salcomp..10h*: Fundos de Investimentos e a Lei de Informática da Suframa com Rafael Moreira da Bertha Capital..11h*: Programas e Experiências com Startups com Renata Trindade da AWS EdStart e Fred Santoro do Programa Startup AWS..14h*: Como apresentar startups para a Indústria: dicas do que a indústria está buscando com Leandro Santos da Flex Brasil..15h*: Experiência Pitch: Seu Pitch está atrativo para investimentos? Com Leonardo Valença da imMail.16h*: Pitch & Programa Prioritário: O que é essencial ser evidenciado no pitch com Glaucia Campos da Softex..#SoftexAmazônia #ConexãoNegócios #ConexãoAmazônia #Startups #InovaçãoManaus #EmpreendeManaus #NegóciosRegiãoNorte #SUFRAMA #ZFM #ZonaFrancaDeManaus #Amazônia.*Horário de Manaus'",15,3,0,"#SoftexAmazônia, #ConexãoNegócios, #ConexãoAmazônia, #Startups, #InovaçãoManaus, #EmpreendeManaus, #NegóciosRegiãoNorte, #SUFRAMA, #ZFM, #ZonaFrancaDeManaus, #Amazônia.*Horário",linkedin,pt,
97,softexnacional,,2020-10-05,"Conexão Amazônia! Confira a programação do dia 23/09, inscreva-se e participe: https://lnkd.in/d8v_EkU.11h*: A inovação através dos institutos: expertise e experiência ICT com Vânia Thaumaturgo do Eldorado..11h30*: A inovação através dos institutos: expertise e experiência ICT com Luís Braga do FPF Tech..14h*: A inovação através dos institutos: expertise e experiência ICT com Geraldo Feitoza do INDT..14h30*: A inovação através dos institutos: expertise e experiência ICT com Wallison Coutinho do CESAR..15h*: A inovação através dos institutos: expertise e experiência ICT com Paulo Melo do SIDIA..15h30*: A inovação através dos institutos: expertise e experiência ICT com Marivaldo Albuquerque do Creathus..16h*: A inovação através dos institutos: expertise e experiência ICT com Túlio Silva do ICTS. .16h30*: A inovação através dos institutos: expertise e experiência ICT com Daniella Bezerra do IPDEC..#SoftexAmazônia #ConexãoNegócios #ConexãoAmazônia #Startups #InovaçãoManaus #EmpreendeManaus #NegóciosRegiãoNorte #SUFRAMA #ZFM #ZonaFrancaDeManaus #Amazônia.*Horário de Manaus'",26,4,0,"#SoftexAmazônia, #ConexãoNegócios, #ConexãoAmazônia, #Startups, #InovaçãoManaus, #EmpreendeManaus, #NegóciosRegiãoNorte, #SUFRAMA, #ZFM, #ZonaFrancaDeManaus, #Amazônia.*Horário",linkedin,pt,
98,softexnacional,,2020-10-05,"😀🚀 WAMPS 2020, imersivo e totalmente online. Dia 06 de outubro a partir das 11h* (*horário de Brasília)..Nesta edição o nosso Workshop Anual é parte da Programação do Conexão Amazônia e apresentaremos como o MPS tem sido ferramenta de ganho de performance, lucro e vendas para as empresas. Venha participar!.Inscrições abertas:  https://lnkd.in/e_7D_wf'",11,0,0,,linkedin,pt,
99,softexnacional,,2020-10-05,#EstamosContratando https://softex.br/vagas.Venha atuar nos Projetos de Capacitação em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação..Vaga: ANALISTA DE EDUCAÇÃO.Inscreva-se ou indique: https://softex.br/vagas/',20,1,0,#EstamosContratando,linkedin,pt,
100,softexnacional,,2020-10-05,"WAMPS 2020 no Conexão Amazônia! Confira a programação do dia 06/10, inscreva-se e participe: https://lnkd.in/e_7D_wf.11h*: Abertura com Ruben Delgado, Presidente da Softex. .11h15*: Alavancando seus negócios com processos sustentáveis com Rafaela Campos Benatti Gonçalves da AR1 Studio Digital. .11h40*: Indicadores de implementação de processos e fatores de sucesso com MPS.BR com Miguel Negrelli da Basis..13h*: Experiências de Sucesso com MPS.BR - Micro e Pequenas Empresas com as empresas: Duobox, Makito e Tech Lead. Mediação: Rodrigo Quites Reis.13h45*: Experiências de Sucesso com MPS.BR - Médias e Grandes Empresas com as empresas PD Case, Rerum e Spread. Mediação: Edenilson Rodrigues Burity.14h45*: Agilidade e processos, como equilibrar essa balança? Com Teresa Maciel da Secretaria de Tecnologias Digitais da UFRPE. Mediação: Cristina Machado. Teresa Maciel Cristina Machado.15h40*: Encontro com Especialista (para empresas inscritas na atividade).#WAMPS2020 #Qualidade #MelhoriaProcessos #SoftexAmazônia #ConexãoNegócios #ConexãoAmazônia #Startups #InovaçãoManaus #EmpreendeManaus #NegóciosRegiãoNorte #SUFRAMA #ZFM #ZonaFrancaDeManaus #Amazônia .*Horário de Brasília.Ana Cog'",12,1,0,"#WAMPS2020, #Qualidade, #MelhoriaProcessos, #SoftexAmazônia, #ConexãoNegócios, #ConexãoAmazônia, #Startups, #InovaçãoManaus, #EmpreendeManaus, #NegóciosRegiãoNorte, #SUFRAMA, #ZFM, #ZonaFrancaDeManaus, #Amazônia",linkedin,pt,
102,softexnacional,,2020-10-05,"Conexão Amazônia! Confira a programação do dia 23/09, inscreva-se e participe: https://lnkd.in/d8v_EkU.9h*: Painel: O Papel dos ICTs no Programa Prioritário de Empreendedorismo Inovador com Marcos Bregantin do FIT, Elizabeth Cristina do CIDE e Luiz Carlos Ferreira do IFAM..10h*: Experiência ICT & Programa Prioritário com Rafael de Tarso Schroeder do CITS..#SoftexAmazônia #ConexãoNegócios #ConexãoAmazônia #Startups #InovaçãoManaus #EmpreendeManaus #NegóciosRegiãoNorte #SUFRAMA #ZFM #ZonaFrancaDeManaus #Amazônia.*Horário de Manaus'",18,0,0,"#SoftexAmazônia, #ConexãoNegócios, #ConexãoAmazônia, #Startups, #InovaçãoManaus, #EmpreendeManaus, #NegóciosRegiãoNorte, #SUFRAMA, #ZFM, #ZonaFrancaDeManaus, #Amazônia.*Horário",linkedin,pt,
65,bairesdev,,2020-10-05,"""We focus on the business problems we need to solve, which are usually related to scale and imply accelerating development towards a roadmap. We have the necessary conversations to understand the skills and the team's components required, and we use our proprietary software that will best match candidates with the roles needed. Once this is done, we connect our teams with clients immediately, adding value as quickly as possible to show our best side.#Team #Clients #SoftwareEngineers""",38,2,1338,"#Team, #Clients, #SoftwareEngineers""",linkedin,en,
138,bairesdev,,2020-10-05,"For some companies, transferring control can be a challenge, especially when working with a new provider. Jeff Moore, Senior Engagement Manager at BairesDev, gives advice on how to maintain healthy oversight on outsourced projects and keep everything going smoothly. Read more here: https://lnkd.in/dzkAF8H#SoftwareOutsourcing #OutsourcingServices #OutsourcingProviders'",48,0,0,"#SoftwareOutsourcing, #OutsourcingServices, #OutsourcingProviders'",linkedin,en,
144,bairesdev,,2020-10-05,"""Jeff Moore, BairesDev's Senior Engagement Manager, writes about the industries that will be most affected by blockchain. Banking and finance, healthcare, and cybersecurity are just some of those that will be impacted. Find out more here: https://lnkd.in/e2Ekpnu#Blockchain #Development #Industries""",39,1,0,"#Blockchain, #Development, #Industries""",linkedin,en,
147,bairesdev,,2020-10-05,"""Custom software development has become the central force driving digital acceleration for businesses across the world. Pablo Chamorro, BairesDev's Chief Revenue Officer, goes over the best practices in the industry and gives his best advice on developing custom software. Read more here: https://lnkd.in/dVCcw9E#SoftwareDevelopment #DevelopmentCompany""",33,0,0,"#SoftwareDevelopment, #DevelopmentCompany""",linkedin,en,
150,bairesdev,,2020-10-05,"Emma White, BairesDev’s Business Development Manager, takes a deep dive into the top 100 programming languages used by developers today. Check it out here: https://lnkd.in/gfeDKBB#ProgrammingLanguages #SoftwareDevelopment'",55,2,0,"#ProgrammingLanguages, #SoftwareDevelopment'",linkedin,en,
153,bairesdev,,2020-10-05,"Edward ""E.B."" Batten, BairesDev’s EVP of Growth, talks about the best JavaScript frameworks for the upcoming year. Read more here: https://lnkd.in/dj7C77H#JavaScript #Frameworks'",28,1,0,"#JavaScript, #Frameworks'",linkedin,en,
158,bairesdev,,2020-10-05,"Diego Espada, Head of PMO at BairesDev, writes about the secrets and challenges of becoming a great leader in IT. Read the full article here: https://lnkd.in/dYQKkGe#Leadership #ITIndustry'",39,0,0,"#Leadership, #ITIndustry'",linkedin,en,
170,bairesdev,,2020-10-05,"In this new article, Robert Butler, Senior Engagement Manager at BairesDev, explores the top 100 development frameworks in the software development industry. Check out the full list here: https://lnkd.in/dCdQQai#DevelopmentFrameworks #Frameworks #SoftwareDevelopment'",33,1,0,"#DevelopmentFrameworks, #Frameworks, #SoftwareDevelopment'",linkedin,en,
172,bairesdev,,2020-10-05,"""Luis Paiva, BairesDev's Head of Client Services, explains the rise of remote QA during the pandemic. Check out the complete article here: https://lnkd.in/d_2svwf#Remote #QA #Testing""",46,0,0,"#Remote, #QA, #Testing""",linkedin,en,
189,bairesdev,,2020-10-05,"Offshore software development has become a particularly successful practice among companies from the USA, Canada, and various European countries. In this new article, Facundo Molina explains the ins and outs of outsourcing development and partnering with offshore companies so that any business can make the most out of its digital transformation journey.Read more here: https://lnkd.in/gWkYnCB#OffshoreDevelopment #DevelopmentServices #OutsourcingCompany'",36,0,0,"#OffshoreDevelopment, #DevelopmentServices, #OutsourcingCompany'",linkedin,en,
196,bairesdev,,2020-10-05,"Every business leader would like a sneak peek into the future to prepare the right strategy to face it. In this article, Damian Scalerandi, VP of Operations at BairesDev, explores the implications of making data-driven decisions and following your instincts when preparing business strategies. Read the full article here: https://lnkd.in/dbyYtZ5#DataDriven #BusinessStrategies'",42,0,0,"#DataDriven, #BusinessStrategies'",linkedin,en,
199,bairesdev,,2020-10-05,"In this article, Luis Paiva, Head of Client Services at BairesDev, goes over the characteristics that have made Python such an iconic language for software development.Discover more here: https://lnkd.in/d9rMdiw#Python #SoftwareDevelopment #ProgrammingLanguage'",40,1,0,"#Python, #SoftwareDevelopment, #ProgrammingLanguage'",linkedin,en,
235,bairesdev,,2020-10-05,"""Robert Butler, BairesDev's Senior Engagement Manager, gives insight on establishing an efficient QA process for your organization. Read more here: https://lnkd.in/dnxqhbp#QA #Testing""",45,0,0,"#QA, #Testing""",linkedin,en,
292,bairesdev,,2020-10-05,"We are thrilled to introduce you to Andrew Burgert, our new Chief Business Officer. We are confident that you will bring a lot of experience and knowledge, delivering exceptional results to the company. Welcome to the team Andrew!'",47,1,0,,linkedin,en,
334,bairesdev,,2020-10-05,"We are looking for React Native Developers to join us!- 5+ years of experience in Front End development with strong skills in Javascript, CSS3 and HTML5.- 1+ years of experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.- 2+ years of experience working with RoR.- Familiar with the concepts of basic programming, data structures, types of variables, and idiosyncrasies.- Advanced English level.If you are interested, click here and apply: https://lnkd.in/dGGSqKp#JobSearch #ReactNative'",32,0,0,"#JobSearch, #ReactNative'",linkedin,en,
335,bairesdev,,2020-10-05,Welcome to our newest team members!Leonardo Thizon Waterkemper - María José García Rojas - Martín Traverso - Gabriel Pereira - Edward Garó#NewTeam',86,2,0,#NewTeam',linkedin,en,
336,bairesdev,,2020-10-05,Our team is always growing. Welcome aboard!Jorge Felipe Morales Oyarzun - Juan Pablo Sánchez Isaquita - Jose Antonio Tavares Filho - Eloy Urbina Mendez - Rodrigo Costa#NewTeam',118,1,0,#NewTeam',linkedin,en,
337,bairesdev,,2020-10-05,Fintech companies looking to create new software or revamp existing applications need to work with a QA company as experienced as BairesDev. We have the QA expertise to create the most robust software. https://lnkd.in/dMkasx3',21,0,0,,linkedin,en,
339,bairesdev,,2020-10-05,Boost your client engagement by providing flawless user experience. Our Top 1% Engineers craft sophisticated User Interfaces that connect your clients to your brand.https://lnkd.in/dHGbd4T',32,0,0,,linkedin,en,
341,bairesdev,,2020-10-05,Welcome aboard!Antonio Vargas - Víctor De León - Evelyn Aranda Acuña - Vitor Giacomelli Rodrigues - Marcelo H. de Souza#NewTeam',137,4,0,#NewTeam',linkedin,es,
342,bairesdev,,2020-10-05,"""Welcome to our newest team members!Simon Neufville - Camilo Rojas - Luciana Vigil D'Angelo - Felipe Vale De Carvalho  - Alex Ccacyahuillca#NewTeam""",101,4,0,"#NewTeam""",linkedin,en,
343,bairesdev,,2020-10-05,"We are looking for Ruby Developers to join us! - 6+ years of experience in Software Engineering.- 5+ years of experience working with RoR.- Full Stack roles are expected to have outstanding skills in - Front End: HTML5, CSS3, JavaScript (FWS as Angular and React).- Advanced level of English.If you are interested, please click here and apply: https://lnkd.in/dsNwHcu #JobSearch #Ruby'",36,1,0,"#JobSearch, #Ruby'",linkedin,en,
344,bairesdev,,2020-10-05,"We are looking for Node Developers to join our team!- 5+ years of experience in Node development.- Experience in Video and HLS.- Excellent command of English.If you are interested, please click here and apply: https://lnkd.in/ejd2xPa#JobSearch #Node'",42,2,0,"#JobSearch, #Node'",linkedin,en,
345,bairesdev,,2020-10-05,Focus on your core competencies by outsourcing to an Autonomous Delivery Team that will handle your software solutions. Execute your projects faster and better with the most talented engineers in the industry.https://lnkd.in/e-_xHSk',40,0,0,,linkedin,en,
346,bairesdev,,2020-10-05,"We are looking for Salesforce Developers to join us! - 5+ years of experience as Salesforce Developer.- Advanced knowledge of APEX.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dBsvBEv#JobSearch #Salesforce'",44,3,0,"#JobSearch, #Salesforce'",linkedin,en,
347,bairesdev,,2020-10-05,"We are looking for Python Developers to join our team!- 5+ years of practical experience in Python and Django development.- 3+ years of development using other programming languages.- Experience in development with object-oriented programming is desirable.- Good skills with XML and relational databases (Oracle / MS SQL / MySQL).- Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/dxJpKgy#JobSearch #Python'",60,4,0,"#JobSearch, #Python'",linkedin,en,
348,bairesdev,,2020-10-05,"""Child's Play improves the lives of children in hospitals, clinics, domestic violence shelters, and other facilities using the power of videogames. For the second year in a row, this NPO has been one of the most supported organizations in our Donations Program. Read more here: https://lnkd.in/dVUhTkU#CharityWork #Donations""",65,0,0,"#CharityWork, #Donations""",linkedin,en,
349,bairesdev,,2020-10-05,Our team is always growing. Welcome aboard!Laura Rivas - Armando Jose Arias Gomez - Andre Racco - Marlon Brenes -  Flávio França #NewTeam',118,3,0,#NewTeam',linkedin,en,
350,bairesdev,,2020-10-05,"We are looking for a QA Automation Analyst to join our team!- 5+ years of experience in automated testing.- Good skills with C, C ++, Java, and Python.- Deep knowledge of Unix and Linux environments.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGmSmsd#Jobs #QA'",48,2,0,"#Jobs, #QA'",linkedin,en,
351,bairesdev,,2020-10-05,"We are looking for Golang Developers to join our team!- 6+ years of experience working as a developer.- 5+ years of experience in Golang.- Proficient with analysis, troubleshooting, and problem-solving.- Hands-on experience with managing data loads and data quality a plus.- Advanced English is mandatory.If you are interested, please click here and apply: https://lnkd.in/dZnQPC7#Jobs #Golang'",35,0,0,"#Jobs, #Golang'",linkedin,en,
352,bairesdev,,2020-10-05,"Girls Who Code, an NPO closing the gender gap in the tech industry, received the most support from our clients in our 2020 Donations Program. With over 8,500 programs worldwide, GWC has reached more than 500 million people and helped over 300,000 girls get started with coding. Read more here: https://lnkd.in/dFgGJcr#CharityWork #Donations'",71,0,0,"#CharityWork, #Donations'",linkedin,en,
353,bairesdev,,2020-10-05,Welcome aboard!Alberto Gómez Guevara - Luciano Augusto - Ricardo Rendón Garza - Novak Zaballa - Vivian Nigri#NewTeam',141,2,0,#NewTeam',linkedin,es,
354,bairesdev,,2020-10-05,"""Our qualified software engineers have the know-how to fulfill today's ever-changing technology requirements and quickly ramp up your team's speed and efficiency. Augment your team with the Top 1% IT Talent.https://lnkd.in/e9tkjcA""",39,1,0,,linkedin,en,
355,bairesdev,,2020-10-05,"We are looking for DevOps Engineers to join our team!- 5+ years of experience working as DevOps.- Strong technical knowledge in technologies such as (but not limited to) UCS, Linux, SAN / NAS, virtualization (Openstack / VMware), and IaaS + PaaS + SaaS.- Development with Shell, Perl, Python.- Knowledge of compilers and accelerators (gmake, emake, etc.).- Strong leadership, and capacity for decision making.- Good communication and interpersonal relationships.If you are interested, please click here and apply: https://lnkd.in/dP75HwU#JobSearch #DevOps'",42,0,0,"#JobSearch, #DevOps'",linkedin,en,
356,bairesdev,,2020-10-05,"We are looking for iOS Developers to join our team!- 3+ years of experience developing on iOS.- Experience with objective C or Swift.- Advanced level of English.If you are interested, please click here and apply: https://lnkd.in/dvDY27W#JobSearch #iOS'",40,1,0,"#JobSearch, #iOS'",linkedin,en,
357,bairesdev,,2020-10-05,"We are looking for React Developers to join us! - 5+ years of experience in Front-End development with skills in JavaScript, CSS3, and HTML5. - 1+ years of experience developing Web apps. - Experience with JavaScript Frameworks. - Experience with command lines, APIs, and client-side performance.- Familiar with the concepts of basic programming and data structures, types of variables, and idiosyncrasies- Comfortable using debuggers and code tracking.- Proven experience in the use of Jasmine or similar tools for Front End testing.If you are interested, click here and apply: https://lnkd.in/dXebRZz#Jobs #React'",46,2,0,"#Jobs, #React'",linkedin,en,
358,bairesdev,,2020-10-05,Welcome to our newest team members!Sebastián Lara - Victor Montoya - Erik C. - Israel Campos Huerta - Edmundo Figueroa Herbas#NewTeam',124,4,0,#NewTeam',linkedin,en,
359,bairesdev,,2020-10-05,"""For us, talent is what matters. However, we know the world is full of talented people who need the right conditions to thrive. That's why we have started a continuous program to donate part of our revenue to nonprofits that empower people and build spaces where talent can shine.Throughout the year, we team-up with our clients and donate to amazing organizations on their behalf. Our clients can choose from a list of nonprofits or make their own choice.We want to do our part to make the world a place where anyone can thrive on their capabilities, no matter who they are or where they come from—and we're just getting started.https://lnkd.in/dhZdVBg#CharityWork #Donations""",113,2,0,"#CharityWork, #Donations""",linkedin,en,
360,bairesdev,,2020-10-05,Expand your capabilities with our Custom Software Solutions. Outsource your IT needs with the Top 1% of IT Talent.https://lnkd.in/dCzsvxk',35,0,0,,linkedin,en,
361,bairesdev,,2020-10-05,"""Recently, our leadership team attended an invitation-only event hosted by Google Cloud to share BairesDev's vast experience in smart working and remote methodologies, particularly with G Suite.Distributed teams have always been a core element of our culture and we are eager to continue building an interconnected world driven by talent.#SmartWorking #DistributedTeams #Talent""",56,0,0,"#SmartWorking, #DistributedTeams, #Talent""",linkedin,en,
362,bairesdev,,2020-10-05,"We are looking for a QA Automation Analyst to join our team!- 5+ years of experience in automated testing.- Good skills with C, C ++, Java, and Python.- Deep knowledge of Unix and Linux environments.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGmSmsd#JobSearch #QA'",46,1,0,"#JobSearch, #QA'",linkedin,en,
363,bairesdev,,2020-10-05,Discover which Enterprise-Level Software Applications your company should adopt and learn how we help companies design and create systems to efficiently solve niche problems.https://lnkd.in/dVt3EEj',31,1,0,,linkedin,en,
365,bairesdev,,2020-10-05,"Feeding America, the leading NPO fighting hunger in the US, was one of the most supported organizations in the 2020 Donations Program. Their nationwide food accessibility network is at the forefront of change for American communities. Learn more about them here: https://lnkd.in/dsYavDn#CharityWork #Donations'",47,0,0,"#CharityWork, #Donations'",linkedin,en,
366,bairesdev,,2020-10-05,IT outsourcing occurs when a company hires external service providers to deliver custom IT solutions and achieve particular technology goals. Accomplish your business goals with the help of the Top 1% of IT Talent.https://lnkd.in/e2-jVCa',32,0,0,,linkedin,en,
380,bairesdev,,2020-10-05,Our team is always growing. Welcome aboard!Samil Vargas de los Santos - Arturo Sekijima - Emilio Martinez - Lucas Cação Souza - Lic. Carolina Torres Cambon#NewTeam',144,1,0,#NewTeam',linkedin,pt,
81,globant,,2020-10-05,¡Conoce nuestros eventos de la semana! Acá te compartimos el registro de cada uno:Microsoft Quantum Computing: https://bit.ly/2Zu1DvlEscalando la educación a través de la tecnología: https://bit.ly/36954vC The 12 Factor App - Patrones para la creación de aplicaciones cloud-native: https://bit.ly/2Gi5ox8 Panel Universidad Austral - El rol de la mujer: https://bit.ly/3hRQ3R9 Café con protagonistas con Fernando Matzkin: https://bit.ly/2Rpk8N4 3D Programming Basics: WebGL: https://bit.ly/326bKIB Meetup - IT Selection Process 101: The Essential Guide: https://bit.ly/3j9xfOY ¡Te esperamos!#WomenInTech #Techtalks #QuantumComputing #IT',47,0,0,"#WomenInTech, #Techtalks, #QuantumComputing, #IT'",linkedin,es,
89,globant,,2020-10-05,"Take part in the #GlobantAwards #WomenThatBuild edition! 🏆 This award seeks to recognize women who have built a career in technology, manage innovation projects, and promote diversity and inclusion. 🙋\u200d♀️Nominate your candidate now! 👉https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild'",88,0,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,en,
90,globant,,2020-10-05,¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno⬇️Tech Insiders Salesforce: https://bit.ly/34jJ4vtCafé con protagonistas: https://bit.ly/2GoopP2 Webinar l Welcome To The Future Of Work: https://bit.ly/3mYE73M ⚡¡Te esperamos!⚡ #Techinsiders #Salesforce #Futureofwork #Technology',56,0,0,"#Techinsiders, #Salesforce, #Futureofwork, #Technology'",linkedin,es,
91,globant,,2020-10-05,"Salesforce está revolucionando la industria de TI al ayudar a las empresas a crecer. Hay varios sectores que implementan Salesforce como banca, finanzas, comercio electrónico, y muchas más.En esta edición de Globant Tech Insiders: Salesforce, tendremos charlas con exponentes de Globant quienes nos hablarán sobre las grandes oportunidades que ofrece el mercado actual de Salesforce y las nuevas herramientas que nos entrega.¡No te lo pierdas!Regístrate aquí 👉 https://bit.ly/34jJ4vt #TechInsiders #Salesforce #Globant'",44,2,0,"#TechInsiders, #Salesforce, #Globant'",linkedin,es,
99,globant,,2020-10-05,¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno ⬇️Tech Talk l Disruptive Technology Sessions: Quantum Computing: https://bit.ly/32bGFTVWebinar l A Game Developer ToolBox: https://bit.ly/3jOXMAXWebinar l Clean architecture no Android: https://bit.ly/2ZuiBtR¡Te esperamos!#TechEvents #QuantumComputing #Developer #Android',35,0,0,"#TechEvents, #QuantumComputing, #Developer, #Android'",linkedin,es,
134,globant,,2020-10-05,"Take part in the #GlobantAwards #WomenThatBuild edition! 🏆👩\u200d💻This award seeks to recognize women who have built a career in technology, manage innovation projects, and promote diversity and inclusion.Nominate your candidate now! https://bit.ly/2ZFgpQ9#WomenAwards'",83,1,2475,"#GlobantAwards, #WomenThatBuild, #WomenAwards'",linkedin,en,
139,globant,,2020-10-05,"Globant created Augmented Coding, a solution for businesses and developers that will enable them to take advantage of AI’s possibilities. Want to know what our tool is all about? Click here 👉 https://bit.ly/3jw304F#Followthecode #AugmentedCoding #SoftwareDevelopment #Converge2020 #GlobantConverge #AugmentedCollaboration #FutureOfCoding'",14,0,0,"#Followthecode, #AugmentedCoding, #SoftwareDevelopment, #Converge2020, #GlobantConverge, #AugmentedCollaboration, #FutureOfCoding'",linkedin,en,
148,globant,,2020-10-05,¿Te interesa saber cómo reinventarte para hacer fit en la era digital? Este miércoles 7 de Octubre a las 13:30 (ART) vamos a estar con Ignacio Marseillan y Federico Carrera conversando sobre este tema y pensando juntos cómo podemos seguir reinventándonos. Link para inscribirse: https://rutadna.com/',7,0,0,,linkedin,es,
189,globant,,2020-10-05,"Descubre algunas ideas de grandes mentes como Steve Wozniak, Tan Le, Brian Elliott and Michael Feathers, quienes estuvieron con nosotros en Converge+ mientras presentamos Augmented Coding, el futuro del desarrollo de software. 👉 https://bit.ly/3jcE9CL'",37,0,1416,,linkedin,es,
192,globant,,2020-10-05,"Check some insights from inspiring minds such as Steve Wozniak, Tan Le, Brian Elliott, Haldo Spontón, Michael Feathers and James Taylor joined us last September at Converge+ as we unveiled Augmented Coding, the future of collaboration. 👉 https://bit.ly/3jbCk9o#GlobantConverge #AugmentedCoding #SoftwareDevelopment #FutureOfWork #FutureOfDevelopment #Coding'",26,0,1126,"#GlobantConverge, #AugmentedCoding, #SoftwareDevelopment, #FutureOfWork, #FutureOfDevelopment, #Coding'",linkedin,en,
193,globant,,2020-10-05,"Globant presents Augmented Coding, a tool that helps developers code faster, ⚡ with fewer errors and unleashes their potential by empowering them 💥 through a newfound autonomy. Are you ready for the future of work? 👉 https://bit.ly/33GZbUR#Followthecode #SoftwareDevelopment #Converge2020 #GlobantConverge'",97,1,3534,"#Followthecode, #SoftwareDevelopment, #Converge2020, #GlobantConverge'",linkedin,en,
