id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,,,
35,gft-group,,2021-01-18,"As empresas dos mais diversos segmentos precisam ter dados assertivos para orientar tomadas de decisões estratégicas. Uma dessas formas é por meio de cruzamento entre múltiplas fontes de dados. Hoje, áreas como o #marketing se baseiam no #BigData e em outros processos como o #Scraping e o #Crawling para a coleta de análise de informações de produtos, serviços, leads e consumidores.Este é o tema da nossa #terçatech de hoje!Quem assina o texto é a Juliana Szabadi, desenvolvedora de Software da GFT Brasil.Acesse: https://bit.ly/2LL2Wm4#terçatech #tuesdaytech #BigData'",28,0,0,"#marketing, #BigData, #Scraping, #Crawling, #terçatech, #terçatech, #tuesdaytech, #BigData'",linkedin,,,
36,gft-group,,2021-01-18,"En GFT México queremos invitarte a nuestra primera sesión de este 2021 de Tequila Tech Talks; sesiones en línea donde hablamos de tecnologías en banca, seguros e industria, en un nivel muy profesional pero completamente relajado ¡y compartiendo un trago en línea!.En nuestra sesión del próximo miércoles 20 de enero de 18:00 a 19:30 hrs., (CDMX) hablaremos de Trendings en Tecnologías para 2021, bajo la experiencia de Jade C. de GFT México. Para obtener tu acceso envíanos un mail a: marketing.mexico@gft.com#gftworldwide #gftmexico'",38,1,0,"#gftworldwide, #gftmexico'",linkedin,,,
37,gft-group,,2021-01-18,"#GFTnamídia: Estamos na ISTOÉ Dinheiro!A história de Rodrigo Nascimento, estagiário da GFT Brasil que conheceu a companhia por meio da ONG Meu Futuro Digital, foi destaque na reportagem “Um plano Digital para o Brasil”, escrita pelo jornalista Beto Silva  Antes de entrar para o nosso #teamGFT, Rodrigo revezava entre os estudos, auxiliar a mãe com os irmãos e uma rotina de 12 horas de trabalho em um supermercado no Bairro Congonhal, na zona rural da cidade de Tatuí, a 130 quilômetros de São Paulo (SP). Mas ele nunca desistiu dos seus sonhos.  Na entrevista para uma das principais revistas de negócios do país, Marco Santos, presidente da GFT para Estados Unidos e América Latina e idealizador da ONG Meu Futuro Digital, fala da importância de investimentos na educação de jovens como Rodrigo e também do crescimento exponencial da GFT.  Leia na íntegra a reportagem: https://lnkd.in/ds-Un-f #GFTnaMídia#TecnologiadaInformação#Educação'",242,24,0,"#GFTnamídia:, #teamGFT,, #GFTnaMídia#TecnologiadaInformação#Educação'",linkedin,,,
40,gft-group,,2021-01-18,"São 1.500 histórias, sonhos, projetos e vidas de todo o Brasil que fizeram o nosso 2020 ainda mais especial.Em 2021, seremos muito mais!#VempraGFT#TeamGFT#Somos1500'",237,30,4766,#VempraGFT#TeamGFT#Somos1500',linkedin,,,
50,gft-group,,2021-01-18,Our challenge ⏩ Reduce contact query volumes by offering #WhatsApp as new customer support channel.Read to succeed: find out how WhatsApp and #instantmessaging boosts customer satisfaction and #contactcentre productivity in our latest success story with Bankia!#bankia #gft #cloud #cx #banking',19,2,0,"#WhatsApp, #instantmessaging, #contactcentre, #bankia, #gft, #cloud, #cx, #banking'",linkedin,,,
55,gft-group,,2021-01-18,Our engagement ▶️ Using an #AWS cloud-based virtual infrastructure and #DevOps methods to deliver an integrated banking solution!Do you want more information about our success story with Mox Bank?Read to succeed 🔽🔽🔽#gft #mox #digitalbank #banking #cloud',66,0,0,"#AWS, #DevOps, #gft, #mox, #digitalbank, #banking, #cloud'",linkedin,,,
63,gft-group,,2021-01-18,Sending our warmest thoughts and best wishes for a wonderful #happynewyear! 🍀✨#gft #teamgft #digitalfirst',115,0,1660,"#happynewyear!, #gft, #teamgft, #digitalfirst'",linkedin,,,
65,gft-group,,2021-01-18,"Perdeu a live de lançamento do GFT Start_UNI, nosso programa de estágio? Não tem problema, você pode assistir aqui e saber tudo sobre o novo bootcamp GFT START_UNI 2021, desenvolvido com a Digital Innovation One Inc., que faz parte do nosso programa de estágio. Ao finalizar todo o bootcamp, você terá a chance de participar do processo seletivo e conseguir uma vaga de estágio! Não vai perder essa oportunidade, né?  #gft #gftbrasil #grupogft #dio #digitalinnovationone #oportunidades #estagio #emprego #desenvolvimento #carreira #software'",35,5,0,"#gft, #gftbrasil, #grupogft, #dio, #digitalinnovationone, #oportunidades, #estagio, #emprego, #desenvolvimento, #carreira, #software'",linkedin,,,
66,gft-group,,2021-01-18,"""GFT s'amène au Saguenay-Lac-Saint-Jean!Tu habites dans la région du Saguenay et tu travailles dans le domaine des TI? Tu es finissant dans un programme en informatique et bientôt à la recherche de ton premier emploi dans le domaine? Saisis ta chance et joins-toi à notre équipe! Développeur, Analyste/Architecte fonctionnel & affaires, Chargé de projets/Scrum master, QA, envoie-nous ta candidature dès maintenant à : carriere.ca@gft.comgft.com/saguenay pour tous les détails de notre campagne.#teamGFT #Carriere #TI #Saguenay""",16,0,0,"#teamGFT, #Carriere, #TI, #Saguenay""",linkedin,,,
68,gft-group,,2021-01-18,"#GFTnamídia: Estamos na EXAME!O nosso programa de estágio Start_Uni, em parceria com a Digital Innovation One Inc. está com as inscrições abertas! São 5.000 bolsas de estudo para jovens de todo o país e vamos contratar 70 estagiários para o nosso #teamGFT. A Diretora de Recursos Humanos da GFT, Fernanda dos Santos Rodrigues, falou com exclusividade para a EXAME como funciona o processo seletivo e quais os requisitos para entrar no #teamGFTQuer saber como? Leia na íntegra: https://lnkd.in/d5K5gHK#Exame #GFT #estágio #VempraGFT'",26,2,0,"#GFTnamídia:, #teamGFT., #teamGFTQuer, #Exame, #GFT, #estágio, #VempraGFT'",linkedin,,,
69,gft-group,,2021-01-18,"#GFTnaMídiaVocê sabe o que é ransomware? É um vírus muito conhecido no Brasil: o #malware bloqueia dados em um computador utilizando criptografia, causando o embaralhamento das informações e, consequentemente, a obstrução ao acesso desses conteúdos. Hoje, o país ocupa a segunda posição entre os mais atacados por esse tipo de ameaça. Além disso, o país detém a liderança mundial em #phishing, golpe utilizado pelo cibercriminoso para enviar o #ransomware e sequestrar ou invadir uma máquina, um banco de dados ou um sistema por meio de um e-mail falso.O nosso DPO, Wiliam Faria, escreveu sobre qual é a relação do ransomware com a LGPD, que entrou em vigor no ano passado, em um artigo para a imprensa. Acesse https://lnkd.in/eN_UA8m#LGPD #Ransomware #phishing'",24,0,0,"#GFTnaMídiaVocê, #malware, #phishing,, #ransomware, #LGPD, #Ransomware, #phishing'",linkedin,,,
70,gft-group,,2021-01-18,"Claudia Fabiola Amador Gomez, COO & Executive Delivery Manager de GFT México, nos platica el éxito de los semilleros de talento y cómo GFT México ha logrado implementar un programa global con éxito y beneficios para nuestros clientes. http://bit.ly/3ibPzHa#gftworldwide #gftmexico #digitalfirst'",16,0,0,"#gftworldwide, #gftmexico, #digitalfirst'",linkedin,,,
77,gft-group,,2021-01-18,"Saulo Santos, Head of Banking & Financial Services, é o novo integrante do board da GFT Brasil! Com larga experiência em instituições financeiras como Nacional, Bank Boston, Itaú e Banco Original, Santos chegou à GFT como business director e com o objetivo de experimentar novos desafios do outro lado do balcão. E deu certo: a sua área cresceu de três pessoas no time para 250. Quer saber mais sobre a trajetória do executivo? Acesse o nosso blog:  https://bit.ly/3hOMxsi'",122,5,0,,linkedin,,,
82,gft-group,,2021-01-18,"Novo episódio do podcast GFT Tech no ar!Com o tema “Data Science utilizando processamento de linguagem natural (NLP)”, Robson Agapito Correa  conversa com o especialista Adriano V. S. da Silva  sobre o assunto.Você sabia que o #datascience está relacionado ao Big Data?Quer saber mais? Descubra, ouça agora: https://lnkd.in/gEgwdjx#PodcastGFT#DataScience'",55,3,0,"#datascience, #PodcastGFT#DataScience'",linkedin,,,
85,gft-group,,2021-01-18,"Do you want to know how to bolster your #contactcentre, improve response time, reduce costs, optimise #customerexperience and analyse customer communication?Read to succeed ⏩ find out how WhatsApp and instant messaging boosts customer satisfaction and contact centre productivity in our latest success story with Bankia!#bankia #whatsapp #gft #cloud #cx #banking'",63,0,0,"#contactcentre,, #customerexperience, #bankia, #whatsapp, #gft, #cloud, #cx, #banking'",linkedin,,,
87,gft-group,,2021-01-18,"Listen here to the latest episode of ‘Your immutable future’ podcast, a regular podcast series examining Distributed Ledger Technologies #DLT and #Crypto in the financial services industry. For the first episode of 2021, our host David Creer is joined by Bernhard Elsner from Digital Asset, along with other GFT DLT specialists, to discuss #DAML engineering. #blockchain #engineer https://bit.ly/3oDn47K'",44,1,0,"#DLT, #Crypto, #DAML, #blockchain, #engineer",linkedin,,,
90,gft-group,,2021-01-18,"Você sabe o quanto o #MachineLearning está presente na sua vida? Das recomendações automáticas de quais filmes assistir, a melhor comida para pedir, quais produtos comprar e até mesmo aquela sugestão de amizade que aparece aqui no LinkedIn e outras redes…  O #aprendizadodemáquina consiste em extrair conhecimento dos dados. É um campo de pesquisa na interseção de estatística, inteligência artificial e ciência da computação e também é conhecido como análise preditiva ou aprendizado estatístico. O #machinelearning é o tema da nossa #terçatech de hoje. Quem escreve o blog de hoje é o Felipe T., desenvolvedor da GFT Brasil. Acesse e descubra mais sobre o assunto: https://bit.ly/3sshgk2  #terçatech#tuesdaytech#machinelearning'",64,0,0,"#MachineLearning, #aprendizadodemáquina, #machinelearning, #terçatech, #terçatech#tuesdaytech#machinelearning'",linkedin,,,
91,gft-group,,2021-01-18,"""GFT s'amène au Saguenay-Lac-Saint-Jean!Tu te cherches une résolution que tu pourras tenir cette année? Viens t'installer en région avec ta famille tout en t'assurant d'avoir un emploi de qualité. Postule dès maintenant pour joindre notre équipe, nous avons assurément besoin de ton talent!👉 gft.com/saguenay#teamgft #carriere #TI #Saguenay""",34,1,0,"#teamgft, #carriere, #TI, #Saguenay""",linkedin,,,
102,gft-group,,2021-01-18,"A GFT já começa o ano oferecendo novas oportunidades, com nosso programa de estágio GFT START_UNI. Quer saber mais como participar do bootcamp, desenvolvido em parceria com a Digital Innovation One Inc. Innovation One, aprender e concorrer a uma vaga? Assista à nossa live hoje, 04/01, a partir das 14h.  Caroline Trettel Moroni, Carlos Mattos, Higor Reis Santos e Felipe Silva Aguiar irão compartilhar experiências, aprendizados e oportunidades para quem quer entrar e crescer na área de TI. Não perca! Ative o sininho para não perder a notificação. https://lnkd.in/dxKeiSh #gft #gftbrasil #grupogft #dio #tecnologia #vempragft #estagio #carreira #software'",82,8,0,"#gft, #gftbrasil, #grupogft, #dio, #tecnologia, #vempragft, #estagio, #carreira, #software'",linkedin,,,
105,gft-group,,2021-01-18,Do you want more information about our success story with Mox Bank?⏩ Read to succeed: http://bit.ly/gft-mox#gft #mox #digitalbank #banking #cloud',35,1,0,"#gft, #mox, #digitalbank, #banking, #cloud'",linkedin,,,
117,gft-group,,2021-01-18,"""Toute l’équipe de GFT Canada vous souhaite une bonne année 2021! Fermons la porte sur 2020 et envisageons la prochaine année sur une note positive. Agrémentons cette année de beaux moments en famille et de petits bonheurs au quotidien. Prenons soin de nous et de nos proches. Notre équipe sera de retour bientôt pour collaborer à nouveau avec vous!The entire GFT Canada team wishes you a Happy New Year 2021! Let's close the door on 2020 and look forward to next year on a positive note. Let's make this year a year of great family moments and small daily pleasures. Let's take care of ourselves and our loved ones. Our team will be back soon to work with you again!#teamgft #bonneannée #happynewyear""",64,0,0,"#teamgft, #bonneannée, #happynewyear""",linkedin,,,
119,gft-group,,2021-01-18,"Bonnes célébrations de la nouvelle année! GFT Canada est soucieuse de la santé de ses professionnels: amusons-nous, mais soyons prudents, respectons les mesures sanitaires et prenons des bulles...dans notre «bulle»! Bonne année à tous et à toutes! Santé!#bonneannée #champagne #bienvenue2021'",33,0,0,"#bonneannée, #champagne, #bienvenue2021'",linkedin,,,
124,gft-group,,2021-01-18,"""GFT s'amène au Saguenay-Lac-Saint-Jean!Vous êtes à la recherche d'un nouvel emploi en TI de qualité dans la région du Saguenay-Lac-Saint-Jean? Vous songez à vous relocaliser en région? Envie d’un nouveau projet de vie? Vous désirez communiquer avec notre équipe au recrutement pour en connaître davantage sur nos offres d’emplois?👉 C’est par ici : gft.com/saguenay""",17,0,0,,linkedin,,,
128,gft-group,,2021-01-18,Our challenge ▶️ Attracting new millennial customers in Asia!Do you want more information about our success story with Mox Bank?Read to succeed 🔽🔽🔽#gft #mox #digitalbank #banking #cloud',16,0,0,"#gft, #mox, #digitalbank, #banking, #cloud'",linkedin,,,
132,gft-group,,2021-01-18,"Les compartimos esta participación de Esteban Alejandro Hernandez González, Executive Account Manager en GFT México.#gftworldwide #gftmexico'",9,1,0,"#gftworldwide, #gftmexico'",linkedin,,,
145,gft-group,,2021-01-18,Future proof ▶️ A #virtualbank fit for the future!Do you want more information about our success story with Mox Bank?Read to succeed 🔽🔽🔽#gft #mox #digitalbank #banking #cloud',29,0,0,"#virtualbank, #gft, #mox, #digitalbank, #banking, #cloud'",linkedin,,,
148,gft-group,,2021-01-18,"C’est aujourd’hui que se termine notre calendrier de l’Avent. Chaque jour, une «surprise» vous était dévoilée : une bonne action, un défi, un cadeau, une question. Nous avons fait quelques heureux(ses) avec nos tirages et alimenté quelques discussions. Communauté GFT, on se revoit en janvier 2021! D’ici là, passez de joyeuses Fêtes!#teamgft #joyeuxnoel'",47,0,0,"#teamgft, #joyeuxnoel'",linkedin,,,
178,gft-group,,2021-01-18,"""Toute l'équipe de GFT Canada vous souhaite un Joyeux Noël et un bon temps des Fêtes! Merci à tous nos collègues, clients et partenaires pour leur grande confiance lors de cette année des plus particulières. The GFT Canada team wishes you a Merry Christmas and a Happy Holiday Season! Thank you to all our colleagues, clients and partners for their trust during this special year.#joyeuxnoel #merrychristmas #merci #thankyou""",62,0,0,"#joyeuxnoel, #merrychristmas, #merci, #thankyou""",linkedin,,,
24,everis,,2021-01-18,"Para refletir: ""Prepare a sua equipe de RH para desenvolver a mentalidade e competências necessárias para acompanhar os desafios de negócio da era digital."" https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital'",21,0,0,"#everisBrasil, #RecursosHumanos, #thefutureofwork, #TalentoDigital'",linkedin,,,
61,everis,,2021-01-18,"Estar à frente é focar em prevenção e assim melhorar a eficiência e os resultados das operações médicas. everis, consultoria global de negócios parte do grupo NTT Data, oferece o melhor portfólio de soluções tecnológicas e de serviços. Conheça o Forward Digital Health. Saiba mais: https://lnkd.in/dzkvCcK #DigitalHealth #Healthcare #everisBrasil'",27,0,0,"#DigitalHealth, #Healthcare, #everisBrasil'",linkedin,,,
66,everis,,2021-01-18,"Saiba como as soluções oferecidas pela NTT DATA tem transformado a Community Health Plan de Washington, USA, um plano de saúde local, sem fins lucrativos e que atende a comunidade carente do estado, inovando e oferecendo maior facilidade e agilidade para membros e provedores. https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",26,1,0,"#everisBrasil, #Healthcare, #DigitalHealth'",linkedin,,,
99,everis,,2021-01-18,"Os assistentes de voz são aplicações criadas através da #IA para atender e responder às questões dos usuários. Queremos te apresentar nossa solução omnichannel de voz, everis eva: https://eva.bot/ #everisBrasil #chatbot #ConversationalAI #everiseva'",38,0,0,"#IA, #everisBrasil, #chatbot, #ConversationalAI, #everiseva'",linkedin,,,
101,everis,,2021-01-18,Neste everisTalks Meetup você poderá criar um RPA utilizando Inteligência Artificial para realizar a leitura de informações de um documento através da ferramenta Automation Anywhere e o nosso asset LeIA. Inscreva-se! https://lnkd.in/gzVmcn3 #Strategy&Tech #everis #everisBrasil',45,1,0,"#Strategy&Tech, #everis, #everisBrasil'",linkedin,,,
104,everis,,2021-01-18,"Especialistas do “Digital Technology Innovation everis”, conversam, neste #podcast, sobre o estudo “X-Reality Inside 2020”, elaborado pela everis, que traz o mapeamento atualizado de todo o ecossistema deste setor 🎧Spotify http://spoti.fi/38k9fFwGoogle http://bit.ly/3i0MERXApple http://apple.co/35gUJwuDeezer http://bit.ly/3onhXsfTuneIn http://bit.ly/35ij8BL#everisBrasil #everisTalksPodcast'",34,0,0,"#podcast,, #everisBrasil, #everisTalksPodcast'",linkedin,,,
107,everis,,2021-01-18,https://eva.bot/ #everisBrasil #IA #chatbot #ConversationalAI',8,0,0,"#everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin,,,
109,everis,,2021-01-18,"Na próxima quinta-feira (21/01) nossos profissionais de RPA realizarão o #meetup “Build a Bot: Vamos criar um robô inteligente?”. Abordando a aplicação do RPA utilizando Inteligência Artificial, contaremos com a presença dos profissionais everis Brasil - Carla Caldas, RPA engineer, Gabriel Fonseca, RPA engineer, Manilson António Lussati, Data Egineer, 🤖 Rodrigo Altafin Senå, Lead Architect & RPA Trainer e Helio Rubens Fischer Gomes, Head de RPA. Você pode se inscrever, acessando: https://lnkd.in/gzVmcn3 #Strategy&Tech #everisBrasil #everis'",53,2,0,"#meetup, #Strategy&Tech, #everisBrasil, #everis'",linkedin,,,
110,everis,,2021-01-18,"Today marks an important milestone for everis as it’s a big day, it is an immense joy and thrill for us to celebrate with you our 5 years of existence in Morocco, a number that not only brings luck but brings us together too.Our thanks to all those who trusted us since the beginning and who proudly joined everis to build a family of 200 talents as of today.Thank you! Happy anniversary everis Morocco!#everis #Corporate #Anniversary #5years #Lacasadeeveris #IT #Leader #Morocco #Tétouan'",165,12,5993,"#everis, #Corporate, #Anniversary, #5years, #Lacasadeeveris, #IT, #Leader, #Morocco, #Tétouan'",linkedin,,,
113,everis,,2021-01-18,#everisBrasil #XRealityhttps://lnkd.in/gbQNpBm',6,0,0,"#everisBrasil, #XRealityhttps://lnkd.in/gbQNpBm'",linkedin,,,
136,everis,,2021-01-18,"everis eva, nossa plataforma corporativa de soluções com voz, é um ponto de partida para uma estratégia centrada no cliente corporativo, pois é capaz de interagir diretamente e entender frases complexas, erros ortográficos e ainda apresentar conteúdo de acordo com os interesses dos usuários. Conheça outros benefícios, acesse: https://eva.bot/ #everisBrasil #IA #chatbot #ConversationalAI #everiseva'",29,2,0,"#everisBrasil, #IA, #chatbot, #ConversationalAI, #everiseva'",linkedin,,,
137,everis,,2021-01-18,"No mês de dezembro realizamos mais uma de nossas ações voluntárias. Desta vez, o objetivo era levar um pouco mais de alegria às festas de final de ano de famílias que vivem em situação de vulnerabilidade social. Os profissionais everis foram os protagonistas desta grande ação. Juntos, arrecadaram R$ 39.000,00 que foram convertidos em vales-alimentação no valor de R$ 300,00/cada e entregues a estas famílias, com o apoio das Instituições sociais apoiadas pela everis. Agradecemos a cada profissional que transformou empatia em atitude em mais uma ação solidária! #everisBrasil #everis #BeEveris'",86,3,1294,"#everisBrasil, #everis, #BeEveris'",linkedin,,,
138,everis,,2021-01-18,"everis oferece 3 mil bolsas de estudos, e possibilidade de contratação para os estudantes que se destacarem. Saiba mais: https://lnkd.in/gu4he65 #everisBrasil #everisNaMidia'",49,0,0,"#everisBrasil, #everisNaMidia'",linkedin,,,
139,everis,,2021-01-18,"Realizamos em dezembro mais uma edição do #BeLeader! Um momento dedicado ao reconhecimento da promoção dos Líderes que exercem seu primeiro ano como gestores na everis Brasil! Nesta ocasião, os 138 profissionais tiveram a oportunidade de trocar experiências e aprender mais sobre o desafio de gerir equipes com experientes especialistas do mercado e alguns dos principais executivos da companhia. #BeEveris #MyeverisWorkplace #everisBrasil #everis'",89,3,1313,"#BeLeader!, #BeEveris, #MyeverisWorkplace, #everisBrasil, #everis'",linkedin,,,
140,everis,,2021-01-18,Como as organizações podem se preparar para a transformação do talento voltada para o futuro seguindo estas etapas. Acesse nosso estudo: https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital',19,1,0,"#everisBrasil, #RecursosHumanos, #thefutureofwork, #TalentoDigital'",linkedin,,,
141,everis,,2021-01-18,"Os assistentes de voz são aplicações criadas através da #IA para atender e responder às questões dos usuários. Queremos te apresentar nossa solução omnichannel de voz, everis eva: https://eva.bot/ #everisBrasil #chatbot #ConversationalAI #everiseva'",19,0,0,"#IA, #everisBrasil, #chatbot, #ConversationalAI, #everiseva'",linkedin,,,
142,everis,,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #BEeveris #everisBrasil #MyeverisWorkplace'",33,1,0,"#BEeveris, #everisBrasil, #MyeverisWorkplace'",linkedin,,,
143,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em Uberlândia! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #BEeveris #Career #everisBrasil #MyeverisWorkplace'",40,3,0,"#BEeveris, #Career, #everisBrasil, #MyeverisWorkplace'",linkedin,,,
144,everis,,2021-01-18,"Estar à frente com Forward Digital Health é ter serviços e soluções tecnológicas para a área da saúde que parecem vir do futuro. Entre em contato com a everis, consultoria global de negócios parte do grupo NTT Data, e comece a cuidar do amanhã, hoje. Saiba mais:  https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",28,0,0,"#everisBrasil, #Healthcare, #DigitalHealth'",linkedin,,,
145,everis,,2021-01-18,Oportunidades de trabalho para Agile Coach  e Desenvolvedor Mobile para atuar na cidade de São Paulo. Vem fazer a sua carreira na everis! https://bit.ly/3cIZLnP #BEeveris #Career #everis #everisBrasil #MyeverisWorkplace',39,0,0,"#BEeveris, #Career, #everis, #everisBrasil, #MyeverisWorkplace'",linkedin,,,
147,everis,,2021-01-18,"everis, consultoria global de negócios parte do grupo NTT Data e Clínica Alemana, uma instituição de saúde privada chilena, são parceiras desde 2013 e, trabalharam juntas em um grande projeto de transformação digital. Conheça essa história de implementação SAP. https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",28,0,0,"#everisBrasil, #Healthcare, #DigitalHealth'",linkedin,,,
148,everis,,2021-01-18,"A Blue Cross BlueShield, um plano de saúde de Rhode Island, sem fins lucrativos e com planos a preços acessíveis, contou com a expertise da NTT DATA para adotar práticas de DevOps, implementação e personalização de soluções Salesforce e de automação robótica de processos, para sua transformação de TI. Conheça essa história: https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",20,0,0,"#everisBrasil, #Healthcare, #DigitalHealth'",linkedin,,,
150,everis,,2021-01-18,"Hoje temos uma dica para o RH da sua empresa: ""Repense o trabalho e a organização para maximizar a contribuição de valor de recursos humanos para desafios de negócios."" https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",17,0,0,"#everisBrasil, #TalentoDigital, #RecursosHumanos, #thefutureofwork'",linkedin,,,
152,everis,,2021-01-18,"Você sabe o que impulsiona a mudança na demanda por talentos?Acesse nosso estudo ""Talentos para a Transformação Digital"" e conheça essa realidade: https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital'",16,0,0,"#everisBrasil, #RecursosHumanos, #thefutureofwork, #TalentoDigital'",linkedin,,,
153,everis,,2021-01-18,everis oferece 3 mil bolsas de estudos para novos talentos. Há 100 vagas em aberto para diferentes níveis de conhecimento em Engenharia de Dados para a operação no Brasil. Saiba mais: https://lnkd.in/dmScnhQ #everisBrasil #everisNaMidia',90,1,0,"#everisBrasil, #everisNaMidia'",linkedin,,,
154,everis,,2021-01-18,"Por um ano cheio de novas esperanças, em que superamos todos os desafios vividos e deixamos para trás os momentos difíceis experimentados em 2020 #HappyNewVibes #Feliz2021 #everisBrasil'",113,2,1134,"#HappyNewVibes, #Feliz2021, #everisBrasil'",linkedin,,,
155,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",26,0,0,"#MyeverisWorkplace, #BEeveris, #Career, #everisBrasil'",linkedin,,,
156,everis,,2021-01-18,Grandes empresas latino-americanas foram consultadas em nossa pesquisa sobre agilidade na região e apontam como aferem o êxito na adoção de Metodologias Ágeis. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',30,0,0,"#everisBrasil, #EstudoAgile, #Agile'",linkedin,,,
157,everis,,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em Uberlândia! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #BEeveris #Career #everis #everisBrasil #MyeverisWorkplace'",56,7,0,"#BEeveris, #Career, #everis, #everisBrasil, #MyeverisWorkplace'",linkedin,,,
158,everis,,2021-01-18,"Chegamos ao fim de mais uma etapa do Innovation Chase 2020. O XR Challenge FIAP foi encerrado com muita celebração, foram 60 alunos participantes, 12 projetos e somente 1 vencedor! Convidamos alguns representantes dos grupos finalistas para contar como foi essa experiência e quais os maiores desafios. Para conferir também o evento de encerramento completo, acesse: http://bit.ly/2X0ADCg #Strategy&Tech #everisBrasil #InnovationChase #everisXRChallengeFIAP'",12,0,0,"#Strategy&Tech, #everisBrasil, #InnovationChase, #everisXRChallengeFIAP'",linkedin,,,
159,everis,,2021-01-18,O atendimento ao cliente personalizado oferece benefícios operacionais e melhores resultados de #CustomerExperience. Que tal personalizar seu atendimento? Conheça #everiseva: https://eva.bot/ #everisBrasil #everisBrasil #IA #chatbot #ConversationalAI',8,0,0,"#CustomerExperience., #everiseva:, #everisBrasil, #everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin,,,
160,everis,,2021-01-18,"Quais práticas você gostaria que fossem implementadas para o trabalho remoto? Neste artigo deixamos uma análise deste cenário, acesse: https://lnkd.in/gh8rzQD #everisBrasil'",25,0,0,#everisBrasil',linkedin,,,
162,everis,,2021-01-18,"Nossa #energia nos mostrou este ano que, podemos nos destacar e ficar juntos apesar das dificuldades. Neste 2021 da #everis, uma empresa do grupo NTT DATA, queremos transformar toda essa energia em algo positivo, levando alimentos para as casas que mais precisam.Você pode nos ajudar? 👉 https://lnkd.in/g2AZttb#HappyNewVibes #everisBrasil'",58,0,559,"#energia, #everis,, #HappyNewVibes, #everisBrasil'",linkedin,,,
163,everis,,2021-01-18,"Se você participou do nosso Meetup sobre ServiceNow, essa dica vai para você! Temos uma playlist em nosso Canal do YouTube com conteúdos de apoio sobre como criar dashboards, uma nova aplicação e listas personalizadas no ServiceNow. Acesse: https://lnkd.in/gHtvGTg #everisBrasil #ITServices'",9,0,0,"#everisBrasil, #ITServices'",linkedin,,,
166,everis,,2021-01-18,"A inteligência digital pode aprimorar a experiência do cliente, explore as potencialidades desses espaços com ações e estratégias omnichannel, conheça nossa aplicação #everiseva: https://eva.bot/ #everisBrasil #everisBrasil #IA #chatbot #ConversationalAI'",24,0,0,"#everiseva:, #everisBrasil, #everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin,,,
167,everis,,2021-01-18,"Nossa dica de hoje: ""Posicione a cultura digital e introduza mais inovação ao longo do ciclo de vida do seu empregado, isso irá inspirar o talento.""https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital'",23,0,0,"#everisBrasil, #RecursosHumanos, #thefutureofwork, #TalentoDigital'",linkedin,,,
168,everis,,2021-01-18,"Hoje temos uma dica para o RH da sua empresa: ""Repense o trabalho e a organização para maximizar a contribuição de valor de recursos humanos para desafios de negócios.""https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",15,0,0,"#everisBrasil, #TalentoDigital, #RecursosHumanos, #thefutureofwork'",linkedin,,,
169,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",45,0,0,"#MyeverisWorkplace, #BEeveris, #Career, #everisBrasil'",linkedin,,,
